frames_ids,AU1,AU2,AU4,AU6,AU12,AU15,AU20,AU25,EXPR,valence,arousal
1,0,0,0,0,0,0,0,1,0,-0.14410123993232116,-0.22245067948135433
2,0,0,0,0,0,0,0,1,0,-0.14494143301578194,-0.22169015717659746
3,0,0,0,0,0,0,0,1,0,-0.1261246532368732,-0.20097396449005162
4,0,0,0,0,0,0,0,1,0,-0.1138702917240536,-0.21943413051906796
5,0,0,0,0,0,0,0,1,0,-0.11397494387959968,-0.21166506219110726
6,0,0,0,0,0,0,0,1,0,-0.11635565911618825,-0.21691638096002103
7,0,0,0,0,0,0,0,1,0,-0.10393259794555464,-0.19842793906508108
8,0,0,0,0,0,0,0,1,0,-0.08679234907015747,-0.19390325340339737
9,0,0,0,0,0,0,0,1,0,-0.09062251474058848,-0.19290258384161896
10,0,0,0,0,0,0,0,1,0,-0.08799554229527103,-0.21420188372116847
11,0,0,0,0,0,0,0,1,0,-0.13286452689422543,-0.21242939326475613
12,0,0,0,0,0,0,0,1,0,-0.1341027615202812,-0.21568103561941449
13,0,0,0,0,0,0,0,1,0,-0.1344917204635414,-0.23751550403731497
14,0,0,0,0,0,0,0,1,0,-0.12178959986685141,-0.2063713786575184
15,0,0,0,0,0,0,0,1,0,-0.11790198705918895,-0.19492627533231588
16,0,0,0,0,0,0,0,0,0,-0.11485871285549369,-0.21947405914665744
17,0,0,0,0,0,0,0,1,0,-0.10705147363631502,-0.2384964428140513
18,0,0,0,0,0,0,0,0,0,-0.08981860015008261,-0.20904640461805304
19,0,0,0,0,0,0,0,0,0,-0.09068133932305505,-0.22063969858955768
20,0,0,0,0,0,0,0,0,0,-0.08382126741956827,-0.21216040573811998
21,0,0,0,0,0,0,0,1,0,-0.10565236056879118,-0.20476071837784776
22,0,0,0,0,0,0,0,1,0,-0.11763807494150429,-0.21233969832495575
23,0,0,0,0,0,0,0,1,0,-0.10647060194107903,-0.2110672906840735
24,0,0,0,0,0,0,0,1,0,-0.11097238048463819,-0.2101328371710751
25,0,0,0,0,0,0,0,1,0,-0.11006827479822713,-0.2051591883435705
26,0,0,0,0,0,0,0,0,0,-0.1258374358953198,-0.21636216371667905
27,0,0,0,0,0,0,0,0,0,-0.1185580089406454,-0.21551432147010163
28,0,0,0,0,0,0,0,0,0,-0.12441667568820877,-0.2148224190712331
29,0,0,0,0,0,0,0,0,0,-0.1176877711397155,-0.21722649525327145
30,0,0,0,0,0,0,0,1,0,-0.10710963161392632,-0.18708351697071188
31,0,0,0,0,0,0,0,1,0,-0.1389158523211097,-0.21089510825664837
32,0,0,0,0,0,0,0,1,0,-0.11337830376731678,-0.2245833631455562
33,0,0,0,0,0,0,0,0,0,-0.10627545405326318,-0.23402230834433702
34,0,0,0,0,0,0,0,1,0,-0.1046842863740351,-0.24733643297995997
35,0,0,0,0,0,0,0,1,0,-0.10638219621308204,-0.24351975687826977
36,0,0,0,0,0,0,0,1,0,-0.09665288787494468,-0.2514876768055777
37,0,0,0,0,0,0,0,1,0,-0.1192531618932998,-0.2225885461057739
38,0,0,0,0,0,0,0,1,0,-0.1357275252575117,-0.2050497435166586
39,0,0,0,0,0,0,0,1,0,-0.13741642532343246,-0.20239073805982788
40,0,0,0,0,0,0,0,1,0,-0.13608055064105432,-0.19854072972961345
41,0,0,0,0,0,0,0,1,0,-0.12791377289747627,-0.2087115539133696
42,0,0,0,0,0,0,0,0,0,-0.13036830858388726,-0.20572639472543655
43,0,0,0,0,0,0,0,1,0,-0.12473696544551982,-0.20811767277566687
44,0,0,0,0,0,0,0,1,0,-0.12411095874880346,-0.20998051871490472
45,0,0,0,0,0,0,0,1,0,-0.12542735805005867,-0.20755607055080447
46,0,0,0,0,0,0,0,1,0,-0.1370439776908729,-0.21573946532666208
47,0,0,0,0,0,0,0,1,0,-0.13588899318864084,-0.20003783708632816
48,0,0,0,0,0,0,0,1,0,-0.13794765303119727,-0.20077025927227962
49,0,0,0,0,0,0,0,0,0,-0.13219920963532983,-0.19535645494340179
50,0,0,0,0,0,0,0,0,0,-0.13373323555692646,-0.19931272605907388
51,0,0,0,0,0,0,0,0,0,-0.1260850561742892,-0.18587497723925292
52,0,0,0,0,0,0,0,0,0,-0.12486071087799872,-0.184236657832547
53,0,0,0,0,0,0,0,0,0,-0.12454811035882149,-0.1878310777564797
54,0,0,0,0,0,0,0,0,0,-0.12423266999815644,-0.183691200577749
55,0,0,0,0,0,0,0,0,0,-0.11976978771609112,-0.1909008436961909
56,0,0,0,0,0,0,0,0,0,-0.1201244951195182,-0.1904770739785914
57,0,0,0,0,0,0,0,0,0,-0.11796301229869166,-0.19494620839721305
58,0,0,0,0,0,0,0,1,0,-0.11895202960678089,-0.19283366015664993
59,0,0,0,0,0,0,0,1,0,-0.12383992588729603,-0.19884829197651835
60,0,0,0,0,0,0,0,1,0,-0.13463394426875508,-0.2060374272770883
61,0,0,0,0,0,0,0,0,0,-0.12256568415690905,-0.19814034426810018
62,0,0,0,0,0,0,0,0,0,-0.11700905856713166,-0.19605195927923846
63,0,0,0,0,0,0,0,0,0,-0.11211487743084471,-0.19919391244413998
64,0,0,0,0,0,0,0,0,0,-0.11317910043688151,-0.20216717802165818
65,0,0,0,0,0,0,0,0,0,-0.12619676634418098,-0.1771962654271001
66,0,0,0,0,0,0,0,0,0,-0.11605847359628814,-0.2180888114449581
67,0,0,0,0,0,0,0,0,0,-0.09417920593650234,-0.20665468390813524
68,0,0,0,0,0,0,0,0,0,-0.09192754573642134,-0.21187152516167296
69,0,0,0,0,0,0,0,0,0,-0.0968951429715258,-0.20829656635607155
70,0,0,0,0,0,0,0,0,0,-0.09497354025829981,-0.20488247771189846
