frames_ids,AU1,AU2,AU4,AU6,AU12,AU15,AU20,AU25,EXPR,valence,arousal
135,0,1,1,0,0,0,0,0,0,-0.3064970099979914,0.16399357421323651
136,0,1,1,0,0,0,0,0,0,-0.30580405164264923,0.16028010747763077
137,0,1,1,0,0,0,0,0,0,-0.3044903904542719,0.15857462781653
138,0,1,1,0,0,0,0,0,0,-0.3050866268918311,0.16040329372289733
139,0,1,1,0,0,0,0,0,0,-0.30420856232950955,0.1621436346138484
140,0,1,1,0,0,0,0,0,0,-0.30372134540965284,0.16087006707063037
141,0,0,1,0,0,0,0,0,0,-0.027786230999290208,-0.04928124016518464
142,0,0,1,1,0,0,1,0,0,-0.058951405416193814,0.011072729034104181
143,0,0,1,0,0,0,0,0,0,-0.043986437094741,-0.0984057512894077
144,0,0,1,0,0,0,0,0,0,-0.029443161794915837,-0.05345930989929726
145,0,0,1,0,0,0,0,1,0,-0.0735957673995903,-0.04024084222404976
146,0,0,1,0,0,0,0,0,0,-0.08059737580142134,-0.0748018209552883
147,0,0,1,0,0,0,0,0,0,-0.06825964217147745,-0.10374332483441231
148,0,0,1,0,0,0,0,0,0,-0.0802895973840925,-0.04775213391373038
149,0,0,1,0,0,0,0,0,0,-0.06875018375362027,-0.0602712087994932
150,0,0,1,0,0,0,0,0,0,-0.09378671284005247,-0.025857611191704127
151,0,0,1,0,0,0,0,0,0,-0.09416323313244476,-0.016692486493603227
152,0,0,1,0,0,0,0,0,0,-0.10403867937183305,-0.011677920928617108
153,0,0,1,0,0,0,0,0,0,-0.10357591988347278,-0.014837609775560513
154,0,0,1,0,0,0,0,0,0,-0.10664397537536724,-0.011433230749772622
155,0,0,1,0,0,0,0,0,0,-0.10601414830154303,-0.00986293480290399
156,0,0,1,0,0,0,0,0,0,-0.10774374260003436,-0.009923686996396477
157,0,0,1,0,0,0,0,0,0,-0.10626854979139022,-0.011837596992815058
158,0,0,1,0,0,0,0,0,0,-0.10816905618106067,-0.00967238059169372
159,0,0,1,0,0,0,0,0,0,-0.10890626467421263,-0.011487474763079757
160,0,0,1,0,0,0,0,0,0,-0.11123519960031113,-0.008747719081216779
161,0,0,1,0,0,0,0,0,0,-0.08474402918823461,-0.027470921497105838
162,0,0,1,0,0,0,0,0,0,-0.16927161526645682,0.10330716029152659
163,0,0,1,0,0,0,0,0,0,-0.1679297821890367,0.17379248992686985
164,0,0,1,0,0,0,0,0,0,-0.12418616913553135,0.046526710674362676
165,0,0,1,0,0,0,0,0,5,-0.23328946907636963,0.1935729735996574
166,0,0,1,0,0,0,0,0,0,0.022658126051905265,-0.16718882344369046
167,0,0,1,0,0,0,0,0,0,-0.06231378074000153,0.03619241169163658
168,1,1,1,0,0,0,0,0,0,0.005316896569351369,-0.09987600748182132
169,0,0,1,0,0,0,0,0,0,-0.020469909975011136,-0.009580316132326714
170,0,0,1,0,0,0,0,0,0,-0.025704694207218576,-0.035265389744094384
171,0,0,1,0,0,0,0,0,0,-0.03221452927314926,-0.02745624865699369
172,0,0,1,0,0,0,0,0,0,-0.035296330730871975,-0.022244289309080564
173,0,0,1,0,0,0,0,0,0,-0.036298205837068234,-0.01521218320550894
174,0,0,1,0,0,0,0,0,0,-0.039644566193026975,-0.01589792470545759
175,0,0,1,0,0,0,0,0,0,-0.03993983346184622,-0.012348047053245409
176,0,0,1,0,0,0,0,0,0,-0.042311364794027514,-0.01143718746147665
177,0,0,1,0,0,0,0,0,0,-0.04452554678764982,-0.012085755563978359
178,0,0,1,0,0,0,0,0,0,-0.044936758291442,-0.011970827147658781
179,0,0,1,0,0,0,0,0,0,-0.044129478215166454,-0.012856277330827611
180,0,0,1,0,0,0,0,0,0,-0.045696985059246256,-0.014109706849251988
181,0,0,1,0,0,0,0,0,0,-0.10595012695136434,0.010711357058761086
182,0,0,1,0,0,0,0,0,0,-0.11556380541112865,0.038888027401346836
183,0,0,1,0,0,0,0,0,0,-0.068452100796429,-0.017029746447836933
184,0,0,1,0,0,0,0,0,0,-0.12325727569527534,0.05700621927941308
185,0,0,1,0,0,0,0,0,0,-0.06409736169428619,0.06341556628773865
186,0,0,1,0,0,0,0,0,0,-0.029096112225057688,0.036382007645443026
187,0,0,1,0,0,0,0,0,0,-0.13182395493219562,-0.02606582073004629
188,0,0,1,1,0,0,0,0,4,-0.025775776796141,0.02678814706833733
189,0,0,1,1,0,0,0,0,4,-0.0606585137644097,0.05514497540302961
190,0,0,1,1,0,0,0,0,0,-0.11976637431469406,0.046026116947790456
191,0,0,1,1,0,0,0,0,0,-0.1219411330469149,0.05040652170091077
192,0,0,1,1,0,0,0,0,0,-0.12091456533801795,0.05255257990211244
193,0,0,1,1,0,0,0,0,0,-0.11923164885344086,0.059382831922879284
194,0,0,1,1,0,0,0,0,0,-0.12061513641751131,0.060609245844381376
195,0,0,1,1,0,0,0,0,0,-0.11919117881916468,0.061060457686452435
196,0,0,1,1,0,0,0,0,0,-0.1220272286599012,0.059604253570892246
197,0,0,1,1,0,0,0,0,0,-0.12638721965547461,0.06568796038137449
198,0,0,1,1,0,0,0,0,0,-0.12683680081298876,0.06694447484455604
199,0,0,1,1,0,0,0,0,0,-0.12645750149692364,0.0660164800325506
200,0,0,1,1,0,0,0,0,0,-0.12651255368990338,0.06618734059463201
201,0,0,1,1,0,0,0,0,0,-0.12500056383003927,0.06573752429042201
202,0,0,1,1,0,0,0,0,0,-0.12694340933261344,0.0666003359089556
203,0,0,1,1,0,0,0,0,0,-0.12675061254566047,0.06748498809572892
204,0,0,1,1,0,0,0,0,0,-0.12757458950785044,0.06702589162772417
205,0,0,1,1,0,0,0,0,0,-0.1279877905219206,0.06745477648157816
206,0,0,1,1,0,0,0,0,0,-0.12848474204197138,0.06842441033375884
207,0,0,1,1,0,0,0,0,0,-0.12797902485257703,0.06917619955186775
208,0,0,1,1,0,0,0,0,0,-0.12810010815921585,0.06838676024620464
209,0,0,1,1,0,0,0,0,0,-0.1278068349133001,0.06826332875674487
210,0,0,1,1,0,0,0,0,0,-0.12785981510961925,0.06907589718895518
211,0,0,1,1,1,0,0,0,0,-0.001611152774115188,-0.104821596968625
212,0,0,1,1,0,0,0,0,0,-0.17133196635710962,0.10320143035220859
213,0,0,1,1,0,0,0,0,0,-0.024973070016130857,0.0397526422013087
214,0,0,1,1,0,0,0,0,0,-0.017943405681044692,-0.06777374609986227
215,0,0,1,1,0,0,0,0,0,-0.06944676597700702,-0.03625867362624334
216,0,0,1,1,0,0,0,0,0,-0.06963141372206773,-0.020284819747566456
217,0,0,1,0,0,0,0,0,0,-0.06861289049572267,-0.009563256048989575
218,0,0,1,0,0,0,0,0,4,-0.13897146139980152,0.012812933425026842
219,0,0,1,0,0,0,0,0,0,-0.07414667026482918,-0.04229937419050233
220,0,0,1,1,0,0,0,0,4,-0.07133883538067737,0.0406430997689695
221,0,0,1,0,0,0,0,0,0,-0.14939370350667133,0.04510306165014438
